Indid	Sex	Ybirth	Fatid	Motid
844	m	1856	31	518
845	f	1862	807	808
846	m	1841	53	54
847	f	1850	159	160
848	m	1864	31	518
849	f	1871	846	847
850	m	1828	639	333
851	f	1827	5454	5455
852	m	1851	850	851
853	f	1853	71	72
854	f	1878	852	853
855	m	1844	36	37
856	f	1854	850	851
857	m	1846	36	37
858	f	1848	618	201
859	m	1858	38	39
860	f	1866	391	585
861	m	1861	38	39
862	f	1864	.	.
863	m	1827	639	333
864	f	1835	658	420
865	m	1866	38	39
866	f	1869	863	864
867	f	1873	42	669
868	m	1867	.	.
869	m	1845	354	112
870	f	1847	297	708
871	f	1879	43	44
872	m	1872	869	870
873	f	1845	45	46
874	m	1835	53	54
875	f	1849	45	46
876	m	1842	129	130
877	f	1853	45	46
878	m	1852	.	.
879	m	1822	47	48
880	f	1830	640	332
881	m	1824	47	48
882	f	1828	73	74
884	m	1847	71	72
885	f	1848	53	54
886	m	1844	334	599
887	f	1873	55	56
888	m	1869	766	767
889	m	1882	55	56
890	f	1885	1505	1504
891	m	1850	132	133
892	f	1853	322	323
893	m	1886	55	56
894	f	1887	891	892
895	f	1889	55	56
897	f	1836	57	58
898	m	1830	346	348
899	m	1852	57	58
900	f	1857	10560	10561
901	m	1829	61	62
902	f	1831	155	156
903	m	1832	61	62
904	f	1841	243	244
905	f	1837	63	64
906	m	1838	8236	8237
907	m	1840	63	64
908	f	1848	.	.
909	m	1845	63	64
911	m	1825	93	94
912	f	1843	105	106
913	f	1855	911	912
914	f	1854	588	670
915	m	1850	657	419
916	m	1831	93	94
917	f	1837	642	643
918	m	1856	588	670
919	f	1861	916	917
920	m	1858	588	670
921	f	1864	594	596
922	m	1837	378	379
923	f	1839	576	577
924	m	1861	588	670
925	f	1867	922	923
926	m	1862	588	670
927	f	1868	922	923
928	f	1865	588	670
929	m	1864	474	726
930	m	1834	657	419
931	f	1838	.	.
932	f	1867	588	670
933	m	1862	930	931
934	f	1868	588	670
935	m	1861	216	601
936	f	1870	588	670
938	f	1876	588	670
939	m	1876	1672	1673
940	m	1825	73	74
941	m	1842	77	78
942	f	1846	594	596
943	m	1850	77	78
944	f	1860	.	.
945	m	1852	77	78
946	f	1859	10216	10217
947	m	1855	77	78
948	f	1858	539	540
949	m	1858	77	78
950	f	1865	658	421
951	f	1864	940	623
952	m	1861	77	78
953	f	1862	.	.
954	m	1834	618	201
955	m	1841	594	595
956	f	1847	603	505
957	m	1843	594	595
959	m	1844	594	596
960	f	1863	.	.
961	m	1848	594	596
962	f	1852	470	471
964	f	1850	594	596
965	m	1973	1089	1088
966	m	1852	594	596
967	f	1852	.	.
969	m	1856	594	596
970	f	1864	582	733
971	m	1859	594	596
973	f	1846	597	82
974	m	1847	562	563
975	m	1849	597	82
976	f	1853	387	719
977	f	1851	597	82
978	m	1848	758	759
979	m	1842	598	87
980	f	1849	462	463
981	m	1843	598	87
982	f	1842	462	463
983	m	1846	598	87
985	m	1848	598	87
986	f	1856	.	.
987	m	1850	598	87
988	f	1851	255	648
989	m	1852	598	87
990	f	1848	462	463
991	m	1840	389	390
992	f	1847	.	.
993	f	1857	598	88
995	f	1875	981	982
996	m	1868	415	416
997	m	1874	602	91
999	f	1878	602	91
1000	m	1862	.	.
1001	m	1850	125	126
1002	f	1857	293	294
1003	f	1884	602	91
1004	m	1884	1001	1002
1005	f	1885	602	91
1006	m	1887	.	.
1007	f	1888	602	91
1009	f	1891	602	91
1011	f	1891	602	91
1012	m	1883	11756	11757
1013	m	1852	600	92
1014	f	1857	313	314
1015	m	1854	600	92
1016	f	1857	101	102
1017	f	1855	600	92
1018	m	1851	.	.
1019	f	1866	600	92
1020	m	1860	289	290
1021	m	1843	606	122
1022	f	1851	731	732
1023	f	1854	731	732
1024	f	1870	600	92
1025	m	1866	1021	1022
1026	m	1820	93	94
1027	f	1829	361	362
1028	f	1846	93	94
1029	m	1834	291	292
1030	m	1827	95	96
1032	m	1848	97	98
1033	f	1850	243	244
1034	m	1850	97	98
1035	f	1852	603	505
1036	f	1868	232	233
1037	f	1852	97	98
1038	m	1844	.	.
1039	m	1839	618	201
1040	f	1844	159	160
1041	m	1855	97	98
1042	f	1865	1039	1040
1043	f	1857	97	98
1044	m	1855	706	37
1045	m	1859	97	98
1046	f	1859	930	931
1047	m	1844	179	180
1048	m	1862	97	98
1049	f	1871	1047	508
1050	f	1865	97	98
1052	f	1838	99	100
1053	m	1836	175	176
1054	m	1841	99	100
1055	f	1852	494	495
1056	f	1865	99	591
1057	m	1857	521	520
1058	m	1867	99	591
1059	f	1872	807	808
1060	f	1871	99	591
1062	m	1840	639	333
1063	f	1846	227	228
1064	f	1847	502	581
1065	f	1858	.	.
1066	m	1874	99	591
1067	f	1877	1062	1064
1068	f	1876	99	591
1070	m	1881	99	591
1071	f	1889	1015	1016
1072	m	1860	101	102
1073	f	1864	502	581
1074	m	1844	603	505
1075	f	1845	309	310
1076	m	1850	603	505
1077	f	1853	398	399
1078	f	1855	603	505
1079	m	1852	.	.
1080	m	1860	603	505
1081	f	1871	610	673
1082	f	1863	604	605
1083	m	1857	655	656
1084	f	1837	105	106
1085	m	1832	253	254
1086	m	1837	107	108
1087	f	1847	406	408
1088	f	1845	107	108
1089	m	1843	.	.
1090	m	1830	109	110
1091	f	1833	245	247
1092	f	1844	642	643
1093	f	1842	523	524
1094	m	1837	538	318
1095	m	1851	523	524
1096	f	1849	.	.
1097	f	1845	115	116
1098	m	1821	.	.
1099	f	1824	.	.
1100	m	1848	115	116
1101	f	1851	1098	1099
1102	m	1847	171	172
1103	f	1847	256	257
1105	f	1871	1102	1103
1107	f	1875	627	628
1108	f	1871	119	671
1109	m	1866	267	268
1110	m	1846	607	608
1111	f	1846	.	.
1112	f	1848	607	608
1113	m	1845	.	.
1114	m	1852	607	608
1115	f	1854	.	.
1116	m	1855	607	608
1117	f	1860	610	673
1118	m	1858	607	608
1119	f	1862	.	.
1120	m	1845	606	122
1121	f	1851	271	696
1122	m	1851	606	122
1123	f	1855	731	732
1124	m	1847	606	122
1125	f	1857	.	.
1126	f	1854	606	122
1127	m	1850	620	621
1128	m	1839	373	374
1129	f	1845	620	621
1130	m	1862	606	122
1131	f	1868	1128	1129
1133	m	1846	398	399
1134	m	1845	125	126
1135	f	1847	9999	10000
1136	f	1878	127	128
1137	m	1855	502	581
1138	m	1855	657	419
1139	f	1843	618	201
1140	f	1882	127	128
1141	m	1878	1138	1139
1142	m	1889	127	128
1144	f	1846	129	130
1145	m	1844	655	656
1146	m	1848	129	130
1147	f	1857	.	.
1148	f	1850	129	130
1149	m	1858	365	366
1150	f	1852	129	130
1151	m	1851	301	302
1152	m	1856	129	130
1153	m	1866	129	130
1154	f	1865	11838	11839
1155	f	1877	11838	11839
1156	m	1852	141	142
1157	f	1856	464	725
1158	f	1877	131	672
1159	m	1879	1156	1157
1160	m	1879	131	672
1161	f	1880	1021	1023
1162	f	1858	248	249
1163	m	1852	1026	1027
1164	f	1883	131	672
1166	m	1879	1163	1162
1167	f	1885	131	672
1168	m	1883	852	853
1169	f	1888	131	672
1171	f	1896	131	672
1172	m	1894	.	.
1173	f	1891	131	672
1174	m	1892	1163	1162
1175	m	1848	132	133
1176	f	1851	539	540
1177	m	1854	132	133
1178	f	1866	469	614
1179	m	1854	132	133
1180	f	1861	646	647
1181	f	1863	469	614
1182	f	1860	132	133
1183	m	1865	981	982
1184	f	1841	365	366
1185	m	1837	425	617
1186	m	1885	134	680
1187	f	1885	1185	1184
1188	m	1889	134	680
1189	f	1892	4180	4181
1190	m	1864	216	601
1191	f	1871	.	.
1192	m	1891	134	680
1193	f	1893	1190	1191
1194	m	1826	361	362
1195	f	1834	322	323
1196	m	1872	313	314
1197	f	1877	1194	1195
1198	m	1893	134	680
1199	f	1903	1196	1197
1200	m	1819	.	.
1201	f	1822	.	.
1202	m	1846	1200	1201
1203	f	1857	610	673
1204	f	1898	134	680
1205	m	1892	1202	1203
1206	f	1873	135	730
1207	m	1845	.	.
1208	f	1848	.	.
1209	m	1870	1207	1208
1210	f	1876	135	730
1211	m	1875	212	213
1212	m	1834	425	617
1213	f	1838	658	420
1214	m	1873	1212	1213
1215	f	1879	135	730
1216	m	1872	376	377
1217	m	1882	135	730
1218	f	1885	1207	1208
1219	f	1883	582	733
1220	m	1883	.	.
1221	f	1860	138	728
1222	m	1858	494	495
1223	f	1863	138	728
1224	m	1857	8764	8765
1225	f	1873	138	728
1226	m	1873	846	847
1227	m	1881	583	729
1228	f	1885	761	760
1229	m	1822	328	329
1230	f	1828	346	348
1231	m	1837	140	622
1232	f	1848	1229	1230
1233	f	1840	140	622
1234	f	1843	140	622
1235	m	1845	365	366
1236	m	1845	141	142
1237	f	1845	276	700
1238	m	1842	145	675
1239	f	1865	141	142
1240	m	1851	.	.
1241	m	1864	610	673
1242	f	1870	234	691
1243	m	1866	610	673
1244	f	1867	532	507
1245	m	1869	610	673
1246	f	1873	1047	508
1247	m	1875	610	673
1248	f	1883	843	842
1249	m	1848	373	375
1250	f	1850	365	366
1251	f	1878	610	673
1252	m	1872	1249	1250
1253	f	1852	609	674
1254	m	1841	658	420
1255	m	1834	440	441
1256	f	1843	389	390
1257	f	1880	610	673
1258	m	1874	1255	1256
1259	f	1858	609	674
1261	m	1834	295	296
1262	f	1838	440	441
1263	f	1860	609	674
1264	m	1858	1261	1262
1265	m	1844	145	675
1266	f	1851	462	463
1268	f	1849	145	675
1269	m	1844	658	420
1270	m	1870	2350	2351
1271	f	1851	145	675
1272	m	1842	537	317
1273	f	1856	145	675
1274	m	1850	631	274
1275	f	1857	146	147
1276	m	1854	191	192
1277	m	1833	175	176
1278	f	1836	.	.
1279	f	1862	146	147
1280	m	1860	1277	1278
1281	m	1838	309	310
1282	f	1845	10013	10014
1283	m	1883	.	.
1284	f	1890	1281	1282
1285	m	1847	148	676
1286	f	1849	448	449
1287	m	1857	148	676
1288	f	1864	460	461
1289	f	1859	148	676
1291	f	1870	148	676
1292	m	1869	1185	1184
1293	f	1857	151	677
1295	f	1860	151	677
1296	m	1862	459	213
1297	f	1837	155	156
1298	m	1832	264	265
1299	f	1836	611	9262
1300	m	1833	311	312
1301	m	1850	611	9262
1302	f	1856	881	882
1303	m	1835	159	160
1304	f	1838	175	176
1305	f	1838	159	160
1306	m	1831	537	317
1307	m	1842	159	160
1308	f	1851	322	323
1309	m	1853	159	160
1310	f	1847	159	160
1312	m	1864	165	166
1313	f	1867	827	828
1314	m	1838	640	332
1315	f	1843	440	441
1316	m	1868	165	166
1317	f	1872	1314	1315
1320	m	1858	171	172
1321	f	1865	632	633
1322	m	1865	171	172
1323	f	1863	415	416
1324	m	1867	171	172
1326	m	1869	171	172
1327	f	1871	651	652
1328	m	1840	175	176
1330	m	1849	175	176
1331	f	1857	306	712
1332	m	1862	613	679
1333	f	1870	631	274
1334	f	1867	613	679
1335	m	1866	631	274
1336	m	1869	613	679
1337	f	1875	869	870
1338	m	1872	613	679
1339	f	1877	869	870
1340	m	1875	613	679
1341	f	1879	869	870
1342	f	1879	613	679
1343	m	1876	1185	1184
1344	m	1881	613	679
1345	f	1882	1185	1184
1346	m	1846	179	180
1347	f	1852	2123	2124
1348	f	1874	181	182
1349	m	1871	.	.
1350	f	1873	181	182
1352	m	1883	181	182
1353	f	1884	9339	9340
1354	m	1857	186	187
1355	f	1860	901	902
1356	f	1863	186	187
1357	m	1859	823	824
1358	f	1875	188	189
1359	m	1877	.	.
1362	f	1881	188	189
1363	m	1879	241	242
1364	f	1883	188	189
1365	m	1874	241	242
1366	f	1883	190	682
1367	m	1878	.	.
1368	f	1856	191	192
1369	m	1853	259	694
1370	m	1860	191	192
1371	f	1866	400	401
1372	m	1868	191	192
1373	f	1873	1272	1271
1374	f	1838	194	195
1375	m	1831	658	420
1376	f	1875	615	683
1377	m	1865	637	275
1378	f	1880	615	683
1379	m	1876	637	699
1380	f	1848	440	441
1381	m	1849	1026	1027
1382	f	1882	615	683
1383	m	1883	1381	1380
1384	f	1863	248	249
1385	m	1861	1026	1027
1386	m	1884	615	683
1387	f	1887	1385	1384
1388	f	1886	615	683
1389	m	1886	637	699
1390	m	1857	.	.
1391	f	1853	642	643
1392	m	1888	615	683
1393	f	1890	1390	1391
1394	m	1897	615	683
1395	f	1902	1385	1384
1396	f	1841	618	201
1397	m	1845	618	201
1398	f	1848	.	.
1399	f	1850	202	203
1400	m	1844	326	327
1402	m	1847	663	487
1403	f	1852	389	390
1404	f	1890	204	685
1405	m	1882	1402	1403
1406	m	1894	204	685
1408	f	1846	207	686
1409	m	1846	389	390
1410	m	1850	207	686
1411	f	1855	512	513
1412	f	1850	208	509
1413	m	1842	253	254
1414	f	1853	208	509
1416	f	1854	208	509
1417	m	1854	.	.
1419	m	1855	208	509
1421	f	1858	208	509
1422	m	1858	.	.
1423	f	1861	210	211
1424	m	1856	.	.
1425	f	1878	212	213
1426	m	1873	1413	1412
1427	f	1879	219	220
1428	m	1879	1079	1078
1429	m	1836	223	224
1430	f	1841	264	265
1431	f	1841	223	224
1432	m	1830	378	379
1433	m	1846	223	224
1434	f	1849	243	244
1435	f	1848	223	224
1437	f	1856	223	224
1438	m	1849	.	.
1439	f	1870	225	687
1440	m	1866	881	882
1441	f	1874	225	687
1443	m	1848	354	112
1444	f	1854	1026	1027
1445	m	1878	225	687
1446	f	1878	1443	1444
1447	m	1880	225	687
1449	m	1883	225	687
1451	m	1889	225	687
1452	f	1895	.	.
1454	m	1898	226	688
1456	f	1903	226	688
1458	m	1904	226	688
1460	m	1849	227	228
1461	f	1852	394	395
1462	m	1842	243	244
1463	f	1844	311	312
1464	f	1881	231	689
1465	m	1871	1462	1463
1466	m	1884	231	689
1467	f	1879	626	258
1468	m	1887	231	689
1470	m	1889	231	689
1471	f	1895	1335	1334
1472	f	1878	479	590
1473	m	1873	634	635
1474	f	1901	231	690
1475	m	1902	1473	1472
1476	f	1902	231	690
1477	m	1894	949	951
1478	f	1905	231	690
1480	f	1871	232	233
1481	m	1864	376	377
1484	f	1876	232	233
1485	m	1875	1346	1347
1486	m	1873	241	242
1487	f	1877	241	242
1489	f	1831	243	244
1490	m	1835	243	244
1491	f	1839	662	485
1492	f	1831	243	244
1493	m	1829	322	323
1494	f	1844	243	244
1495	m	1846	640	332
1496	f	1852	243	244
1497	m	1848	448	449
1498	m	1848	624	625
1499	f	1859	255	648
1500	f	1850	624	625
1501	m	1849	.	.
1502	m	1838	657	419
1503	f	1844	245	247
1504	f	1858	624	625
1505	m	1855	.	.
1506	m	1861	624	625
1507	f	1866	1085	1084
1508	m	1863	624	625
1509	f	1866	911	912
1510	f	1872	624	625
1511	m	1871	922	923
1512	m	1852	245	247
1513	f	1852	532	507
1514	f	1850	248	249
1515	m	1855	248	249
1516	f	1855	1026	1027
1517	f	1828	.	.
1518	f	1853	620	621
1519	m	1850	940	1517
1520	m	1875	620	623
1521	f	1877	941	942
1522	f	1850	250	251
1523	m	1845	731	732
1524	m	1861	250	251
1525	f	1866	387	719
1526	m	1856	619	252
1527	f	1856	.	.
1528	m	1838	253	254
1529	f	1849	655	656
1530	m	1838	324	325
1531	f	1845	644	645
1533	f	1863	1530	1531
1534	f	1870	626	258
1535	m	1866	415	416
1536	f	1872	626	258
1537	m	1867	289	290
1538	m	1845	259	694
1539	f	1847	264	265
1540	f	1850	259	694
1541	m	1845	291	292
1542	f	1857	259	694
1543	m	1850	326	327
1544	m	1860	632	633
1545	f	1863	8764	8765
1546	m	1861	632	633
1547	f	1873	979	980
1548	f	1866	632	633
1549	m	1860	451	209
1550	m	1869	632	633
1551	f	1869	1062	1064
1552	f	1878	632	633
1553	m	1874	1120	1121
1554	f	1838	262	263
1555	m	1828	.	.
1556	m	1842	262	263
1557	f	1845	.	.
1558	m	1834	264	265
1559	f	1839	389	390
1560	m	1837	264	265
1561	f	1847	.	.
1562	f	1861	266	695
1563	m	1853	.	.
1564	m	1843	663	487
1565	f	1847	731	732
1566	m	1866	266	695
1567	f	1869	1564	1565
1568	m	1868	266	695
1569	f	1871	1307	1308
1570	m	1871	266	695
1571	f	1873	1493	1492
1572	m	1874	266	695
1573	f	1879	869	870
1574	f	1876	266	695
1575	m	1873	779	780
1576	m	1833	309	310
1577	f	1833	422	423
1578	m	1854	271	696
1579	f	1856	1576	1577
1580	m	1865	271	696
1581	f	1866	1255	1256
1582	f	1854	631	274
1583	m	1849	297	708
1584	m	1856	631	274
1585	f	1860	1085	1084
1586	m	1859	631	274
1587	f	1863	1085	1084
1588	f	1843	276	700
1589	m	1840	.	.
1590	m	1864	631	274
1591	f	1870	1589	1588
1592	f	1849	629	630
1593	m	1843	297	708
1594	f	1852	629	630
1595	m	1844	373	375
1596	f	1859	629	630
1597	m	1859	1493	1492
1598	f	1863	637	275
1599	m	1858	8238	8239
1600	f	1875	637	699
1601	m	1874	.	.
1602	f	1879	637	699
1603	m	1876	.	.
1604	f	1884	637	699
1605	m	1879	1145	1144
1606	f	1890	637	699
1607	m	1892	1240	1239
1608	f	1840	276	700
1609	m	1837	446	447
1610	m	1848	276	700
1611	f	1862	479	590
1612	m	1849	334	599
1613	f	1849	.	.
1614	m	1871	280	281
1615	f	1887	1612	1613
1616	m	1837	462	463
1617	f	1847	394	395
1618	f	1879	280	281
1619	m	1875	1616	1617
1620	m	1848	284	704
1621	f	1852	394	395
1622	m	1849	284	704
1623	f	1857	.	.
1624	f	1870	285	705
1625	m	1866	863	864
1626	f	1872	285	705
1627	m	1870	823	824
1628	f	1874	285	705
1629	m	1872	558	559
1630	f	1879	285	705
1631	m	1879	564	565
1632	f	1883	285	705
1633	m	1875	.	.
1634	f	1891	285	707
1635	m	1884	813	814
1636	f	1862	289	290
1637	m	1859	477	478
1638	m	1831	291	292
1639	f	1843	458	724
1640	m	1838	298	299
1642	f	1841	301	302
1644	f	1855	303	302
1645	m	1853	911	912
1646	m	1860	303	302
1647	f	1862	494	495
1648	f	1872	304	710
1649	m	1868	424	721
1650	m	1829	452	453
1651	f	1832	662	485
1652	f	1875	1650	1651
1653	f	1852	305	711
1654	m	1849	731	732
1655	m	1863	306	712
1656	f	1863	.	.
1657	f	1866	306	712
1658	m	1861	488	727
1659	f	1853	307	713
1660	m	1846	758	759
1661	m	1865	307	713
1662	f	1870	429	431
1663	m	1857	308	714
1665	m	1843	309	310
1666	f	1858	9018	9019
1667	m	1847	309	310
1668	m	1852	309	310
1669	f	1868	.	.
1670	m	1855	309	310
1672	m	1833	311	312
1673	f	1836	9263	9262
1674	m	1832	61	62
1675	m	1847	311	312
1676	f	1855	1674	1494
1677	f	1849	311	312
1678	m	1844	562	563
1679	f	1850	311	312
1680	m	1857	313	314
1681	f	1858	758	759
1682	f	1861	313	314
1683	m	1857	649	650
1684	f	1863	313	314
1685	m	1855	651	652
1686	f	1868	313	314
1687	m	1868	651	652
1688	m	1870	313	314
1689	f	1873	1501	1500
1690	f	1847	537	317
1692	m	1832	538	318
1693	f	1840	462	463
1694	f	1841	334	599
1695	m	1840	322	323
1696	f	1848	642	643
1697	f	1843	322	323
1698	m	1840	9369	9370
1699	f	1846	322	323
1700	m	1839	731	732
1701	m	1831	324	325
1702	f	1843	324	325
1703	m	1839	641	48
1705	f	1848	324	325
1706	m	1845	440	441
1707	f	1847	326	327
1708	m	1838	346	348
1709	f	1841	731	732
1710	f	1857	326	327
1711	m	1850	.	.
1712	m	1832	639	333
1713	f	1830	.	.
1714	m	1836	639	333
1715	f	1839	663	487
1716	f	1866	339	340
1717	m	1863	827	828
1718	m	1859	400	401
1719	f	1873	339	340
1720	m	1872	646	647
1721	f	1870	341	342
1722	m	1857	10072	10073
1723	m	1864	343	717
1724	f	1871	1616	1617
1725	f	1840	346	348
1727	m	1824	350	351
1728	f	1829	641	48
1729	m	1857	532	507
1730	f	1860	916	917
1731	m	1865	532	507
1732	f	1869	1261	1262
1733	f	1849	354	112
1734	m	1856	354	112
1735	f	1859	1306	1305
1736	f	1859	535	536
1737	m	1854	940	1517
1738	f	1862	535	536
1739	m	1860	758	759
1740	m	1867	535	536
1741	f	1870	1493	1492
1742	f	1872	1706	1705
1743	f	1859	646	647
1744	f	1866	646	647
1745	m	1860	539	540
1746	f	1875	646	647
1747	m	1872	429	431
1748	f	1842	642	643
1749	m	1836	657	419
1750	f	1856	642	643
1751	m	1864	903	904
1752	m	1842	361	362
1753	f	1847	.	.
1754	f	1857	363	364
1755	m	1855	758	759
1756	m	1861	363	364
1757	f	1870	1085	1084
1758	m	1846	365	366
1759	f	1850	1229	1230
1760	f	1847	576	577
1761	m	1844	662	485
1762	f	1858	649	650
1763	m	1846	458	724
1764	f	1866	376	377
1765	m	1861	475	519
1766	f	1875	376	377
1767	m	1874	.	.
1769	m	1877	376	377
1772	f	1881	376	377
1773	m	1879	426	529
1774	m	1834	378	379
1775	f	1841	378	379
1776	m	1847	378	379
1777	f	1851	1727	1728
1778	f	1856	402	403
1779	m	1859	380	718
1780	f	1860	930	931
1781	m	1861	380	718
1782	f	1870	1039	1040
1783	f	1864	380	718
1784	m	1859	469	614
1785	f	1872	380	718
1786	m	1869	1490	1491
1787	f	1880	380	718
1789	f	1861	651	652
1790	m	1853	801	802
1791	m	1856	624	625
1792	m	1864	651	652
1793	f	1869	922	923
1794	m	1842	9876	9877
1795	f	1837	9874	9875
1796	m	1856	171	172
1797	f	1866	.	.
1798	f	1861	171	172
1801	m	1879	1794	1795
1802	m	1878	651	652
1803	f	1885	1796	1797
1804	m	1852	653	654
1805	f	1856	1194	1195
1806	m	1886	381	382
1807	f	1895	1034	1036
1808	m	1861	391	585
1809	f	1867	1138	1139
1810	f	1890	381	382
1811	m	1888	1808	1809
1812	m	1892	381	382
1813	f	1896	1034	1036
1814	f	1896	381	382
1815	m	1893	926	927
1816	m	1873	383	384
1817	f	1871	1212	1213
1818	m	1876	383	384
1819	f	1881	549	550
1820	f	1840	385	386
1821	m	1842	385	386
1823	f	1848	387	719
1824	m	1845	657	419
1825	f	1854	387	719
1826	m	1850	663	487
1827	m	1856	387	719
1828	f	1855	663	487
1829	m	1849	389	390
1830	f	1856	11760	11761
1831	m	1850	389	390
1832	f	1852	658	420
1833	f	1875	392	393
1834	m	1874	1138	1139
1835	m	1879	392	393
1836	f	1886	549	550
1837	m	1889	392	393
1838	f	1891	549	550
1839	m	1868	459	213
1840	f	1872	1194	1195
1841	m	1892	392	393
1842	f	1900	1839	1840
1843	m	1852	655	656
1844	f	1851	.	.
1845	f	1854	655	656
1846	m	1850	.	.
1847	m	1861	400	401
1848	f	1863	1128	1129
1849	m	1868	658	421
1850	f	1869	1314	1315
1851	m	1870	424	721
1852	f	1875	795	796
1853	m	1872	424	721
1854	f	1876	1013	1014
1855	f	1874	424	721
1856	m	1877	795	796
1857	f	1877	424	721
1858	m	1879	838	837
1859	m	1876	427	147
1860	f	1880	1622	1623
1861	f	1878	427	9328
1863	m	1864	428	722
1864	f	1872	974	973
1865	m	1866	428	722
1866	f	1869	1094	1093
1867	f	1872	428	722
1868	m	1871	863	864
1869	m	1874	428	722
1870	f	1881	1692	1694
1871	f	1876	428	722
1872	m	1876	1381	1380
1873	m	1879	428	722
1874	f	1878	1128	1129
1875	m	1881	428	722
1876	f	1885	558	559
1877	f	1884	428	722
1878	m	1881	1127	1126
1879	f	1858	429	430
1881	f	1860	429	430
1883	m	1861	438	439
1884	f	1872	1402	1403
1885	m	1864	438	439
1886	f	1869	1212	1213
1887	m	1870	438	439
1888	f	1886	1076	1077
1889	m	1855	440	441
1890	f	1856	1212	1213
1891	m	1863	660	661
1892	f	1865	1493	1492
1893	f	1867	660	661
1894	m	1871	3097	3098
1895	f	1871	660	661
1896	m	1858	697	698
1897	f	1877	660	445
1898	m	1877	.	.
1899	f	1878	660	445
1900	m	1877	1381	1380
1901	f	1878	660	445
1902	m	1881	.	.
1903	f	1879	660	445
1904	m	1876	.	.
1905	m	1885	660	445
1906	f	1886	11548	11549
1907	m	1832	446	447
1908	f	1842	448	449
1910	f	1844	448	449
1912	f	1833	452	453
1916	m	1844	458	724
1918	f	1858	459	213
1919	m	1854	494	495
1920	m	1854	460	461
1921	f	1848	9999	10000
1922	f	1859	1432	1431
1923	f	1860	460	461
1924	m	1856	706	37
1925	f	1861	460	461
1926	m	1861	.	.
1927	m	1866	460	461
1928	f	1867	1229	1230
1929	m	1869	460	461
1930	f	1871	1062	1064
1931	m	1859	464	725
1932	f	1859	.	.
1933	f	1857	3095	3096
1934	f	1870	464	725
1935	m	1869	1749	1748
1936	f	1873	464	725
1937	m	1868	907	908
1938	f	1875	464	725
1939	m	1866	1700	1699
1940	m	1877	464	725
1941	f	1882	1032	1033
1942	f	1866	465	466
1943	m	1857	388	720
1944	f	1881	465	466
1946	m	1870	469	614
1947	f	1878	1307	1308
1948	f	1859	477	478
1950	f	1859	477	478
1952	m	1856	479	590
1954	m	1864	479	590
1955	f	1866	801	802
1956	f	1868	479	590
1957	m	1867	.	.
1958	f	1880	479	590
1960	f	1865	482	669
1961	m	1854	10216	10217
1962	m	1831	662	485
1963	f	1837	.	.
1964	m	1835	662	485
1965	f	1838	11059	11060
1966	f	1841	662	485
1968	m	1843	663	487
1969	f	1857	9260	9261
1970	m	1861	491	589
1971	f	1868	981	982
1972	m	1849	492	493
1973	f	1853	229	230
1974	m	1913	503	504
1975	f	1910	.	.
1976	f	1875	510	511
1977	m	1877	1980	1981
1978	m	1824	.	.
1979	f	1829	.	.
1980	m	1850	1978	1979
1981	f	1852	.	.
1982	m	1876	510	511
1983	f	1882	1212	1213
1984	m	1879	510	511
1985	f	1883	1034	1035
1986	m	1881	510	511
1987	f	1886	1889	1890
1988	m	1882	510	511
1989	f	1886	1597	1596
1990	f	1884	510	511
1991	m	1882	1889	1890
1992	m	1886	510	511
1993	f	1891	1889	1890
1994	m	1745	10540	10541
1995	f	1746	.	.
1996	m	1891	615	683
1997	f	1893	1999	1998
1998	f	1868	637	275
1999	m	1865	.	.
2000	m	1894	615	683
2001	f	1893	2273	2272
2002	m	1760	10772	10773
2003	f	1772	10837	10838
2004	m	1758	5450	5451
2005	f	1759	.	.
2006	m	1805	.	.
2007	f	1807	.	.
